id,o,d,ta,ca,lane_level,road_type
615,80259603,80286972,28.5,2000,1,tertiary
616,80259603,80286972,28.5,2000,2,tertiary
617,80259603,80237525,11.7,2000,1,tertiary
618,80259603,80237525,11.7,2000,2,tertiary
619,80259603,8042730406,23.6,2000,1,residential
620,80262869,2956003800,1.2,2000,1,residential
621,80262869,80281794,9.7,2000,1,secondary
622,80262869,80281794,9.7,2000,2,secondary
623,80262869,80296199,6.4,2000,1,tertiary
624,80262877,80239323,7.3,2000,1,residential
625,80262910,80230776,1.4,2000,1,residential
626,80262910,80230781,7.2,2000,1,residential
627,80262912,1375180869,1.2,2000,1,residential
628,80262912,80230329,9.0,2000,1,secondary
629,80262912,80230329,9.0,2000,2,secondary
630,80263897,9505296701,0.9,2000,1,tertiary
631,80263897,2462432275,30.9,2000,1,tertiary
632,80263897,11398313638,24.9,2000,1,secondary
633,80263897,11398313638,24.9,2000,2,secondary
634,80264230,10274374921,10.7,2000,1,residential
635,80264230,12425955954,24.8,2000,1,tertiary
636,80264660,80266499,7.8,2000,1,residential
637,80264660,80240164,7.9,2000,1,residential
638,80264660,80264665,18.6,2000,1,residential
639,80264665,80264660,18.6,2000,1,residential
640,80264665,80233055,17.4,2000,1,secondary
641,80264665,80233055,17.4,2000,2,secondary
642,80264865,80264869,8.5,2000,1,residential
643,80264865,80240594,8.5,2000,1,residential
644,80264865,80240630,17.6,2000,1,residential
645,80264869,80264865,8.5,2000,1,residential
646,80264869,80289978,12.4,2000,1,residential
647,80264869,80232808,7.1,2000,1,residential
648,80264869,80289953,17.6,2000,1,residential
649,80265218,80233663,8.3,2000,1,residential
650,80265218,80233663,31.4,2000,1,residential
651,80265218,80233687,18.8,2000,1,residential
652,80265218,80233697,7.6,2000,1,residential
653,80265270,6316926347,23.9,2000,1,secondary
654,80265270,10748434797,1.2,2000,1,residential
655,80265270,2017381055,21.2,2000,1,residential
656,80266342,80266344,7.8,2000,1,residential
657,80266342,80293882,7.8,2000,1,residential
658,80266342,2463416077,21.6,2000,1,residential
659,80266342,80266412,28.8,2000,1,residential
660,80266344,80241217,4.4,2000,1,residential
661,80266344,80266342,7.8,2000,1,residential
662,80266344,2463416077,29.4,2000,1,residential
663,80266344,80266458,28.9,2000,1,residential
664,80266390,80289265,35.5,2000,1,residential
665,80266390,80281070,14.8,2000,1,residential
666,80266390,1351593863,17.3,2000,1,residential
667,80266412,80266458,7.2,2000,1,tertiary
668,80266412,80266458,7.2,2000,2,tertiary
669,80266412,80266458,46.4,2000,1,residential
670,80266412,80304181,7.0,2000,1,tertiary
671,80266412,80304181,7.0,2000,2,tertiary
672,80266412,80266342,28.8,2000,1,residential
673,80266458,5082213136,7.3,2000,1,tertiary
674,80266458,5082213136,7.3,2000,2,tertiary
675,80266458,80266412,7.2,2000,1,tertiary
676,80266458,80266412,7.2,2000,2,tertiary
677,80266458,80266412,46.4,2000,1,residential
678,80266458,80266344,28.9,2000,1,residential
679,80266499,80266501,7.3,2000,1,residential
680,80266499,80264660,7.8,2000,1,residential
681,80266499,80281084,28.9,2000,1,residential
682,80266501,80266499,7.3,2000,1,residential
683,80268133,80310692,2.0,2000,1,tertiary
684,80268133,80310692,2.0,2000,2,tertiary
685,80268133,80255513,5.7,2000,1,residential
686,80268133,80309856,7.6,2000,1,tertiary
687,80268133,80309856,7.6,2000,2,tertiary
688,80270443,80237506,12.8,2000,1,residential
689,80270539,2441222570,3.2,2000,1,residential
690,80270539,80234683,29.6,2000,1,residential
691,80270539,80234662,10.0,2000,1,residential
692,80271768,80240157,18.1,2000,1,residential
693,80271780,80240043,7.0,2000,1,residential
694,80272437,80233053,7.0,2000,1,residential
695,80272443,80233053,5.5,2000,1,residential
696,80272634,80233220,8.3,2000,1,residential
697,80273127,2013881859,8.1,2000,1,residential
698,80273127,80237118,32.2,2000,1,residential
699,80273127,80237116,27.2,2000,1,residential
700,80276980,80237504,4.2,2000,1,tertiary
701,80276980,80237504,4.2,2000,2,tertiary
702,80276980,80277000,12.0,2000,1,residential
703,80276980,80309856,13.1,2000,1,tertiary
704,80276980,80309856,13.1,2000,2,tertiary
705,80277000,80276980,12.0,2000,1,residential
706,80277334,80277336,4.0,2000,1,residential
707,80277334,80285270,4.7,2000,1,residential
708,80277334,80258054,19.5,2000,1,residential
709,80277336,80277334,4.0,2000,1,residential
710,80277362,80303391,1.2,2000,1,residential
711,80277362,80277394,21.1,2000,1,residential
712,80277362,80742919,4.2,2000,1,residential
713,80277394,80277362,21.1,2000,1,residential
714,80277394,80258052,17.6,2000,1,residential
715,80277394,80303391,8.9,2000,1,residential
716,80277441,80277443,1.5,2000,1,residential
717,80277443,80277441,1.5,2000,1,residential
718,80277443,80214774,14.4,2000,1,residential
719,80277443,80303943,10.4,2000,1,residential
720,80278454,80215390,5.4,2000,1,residential
721,80278717,80247737,19.3,2000,1,residential
722,80278717,80247715,6.7,2000,1,residential
723,80278717,80247766,6.2,2000,1,residential
724,80279148,2440985688,0.9,2000,1,residential
725,80279148,1350987435,37.0,2000,1,tertiary
726,80279148,1350987435,37.0,2000,2,tertiary
727,80279169,4938548933,22.6,2000,1,residential
728,80279169,80291205,10.1,2000,1,residential
729,80279169,80310366,20.0,2000,1,residential
730,80279594,2445411811,8.3,2000,1,residential
731,80279594,80789358,25.3,2000,1,residential
732,80279594,8343827325,7.4,2000,1,residential
733,80279631,80279633,5.7,2000,1,residential
734,80279633,80279631,5.7,2000,1,residential
735,80279633,80279666,14.2,2000,1,residential
736,80279633,80286972,12.6,2000,1,residential
737,80279666,80307511,2.3,2000,1,residential
738,80279666,80279689,27.8,2000,1,residential
739,80279666,80279633,14.2,2000,1,residential
740,80279689,80279666,27.8,2000,1,residential
741,80279689,498701012,17.5,2000,1,tertiary
742,80279689,498701012,17.5,2000,2,tertiary
743,80279689,80286972,9.9,2000,1,tertiary
744,80279689,80286972,9.9,2000,2,tertiary
745,80280301,80280303,7.9,2000,1,residential
746,80280301,80300468,13.9,2000,1,residential
747,80280301,80294421,10.5,2000,1,residential
748,80280303,80280301,7.9,2000,1,residential
749,80280782,10748509250,1.5,2000,1,unclassified
750,80280782,10748509252,15.0,2000,1,tertiary
751,80280782,10748509252,15.0,2000,2,tertiary
752,80280796,5023350934,6.5,2000,1,residential
753,80280796,1351702170,23.9,2000,1,tertiary
754,80280796,1351702170,23.9,2000,2,tertiary
755,80280796,1351495720,18.3,2000,1,tertiary
756,80280796,1351495720,18.3,2000,2,tertiary
757,80280796,2462424594,17.3,2000,1,residential
758,80280819,10274374909,10.8,2000,1,tertiary
759,80280822,12425955958,23.4,2000,1,tertiary
760,80280824,12425955957,0.9,2000,1,tertiary
761,80280824,12425955954,1.5,2000,1,tertiary
762,80280824,12425955954,1.5,2000,2,tertiary
763,80280892,80285305,3.1,2000,1,residential
764,80280892,80285606,26.2,2000,1,residential
765,80280892,80289527,9.9,2000,1,residential
766,80281070,7086963754,7.0,2000,1,residential
767,80281070,80266390,14.8,2000,1,residential
768,80281070,80249616,11.1,2000,1,residential
769,80281075,1351593856,1.0,2000,1,residential
770,80281075,7086963754,5.6,2000,1,residential
771,80281075,1351593863,13.9,2000,1,tertiary
772,80281075,1351593863,13.9,2000,2,tertiary
773,80281083,80293882,7.9,2000,1,residential
774,80281083,80285381,8.3,2000,1,residential
775,80281083,80281084,28.8,2000,1,residential
776,80281083,1351593856,40.3,2000,1,residential
777,80281084,80266499,28.9,2000,1,residential
778,80281084,80281083,28.8,2000,1,residential
779,80281084,80304181,7.3,2000,1,tertiary
780,80281084,80304181,7.3,2000,2,tertiary
781,80281084,80285383,6.6,2000,1,tertiary
782,80281084,80285383,6.6,2000,2,tertiary
783,80281166,80281168,34.2,2000,1,residential
784,80281168,80306074,23.7,2000,1,residential
785,80281168,1350987249,30.6,2000,1,residential
786,80281168,80281166,34.2,2000,1,residential
787,80281185,8043009104,21.2,2000,1,residential
788,80281185,1350987253,34.6,2000,1,residential
789,80281185,80281231,5.3,2000,1,tertiary
790,80281185,80281231,5.3,2000,2,tertiary
791,80281191,1350987253,31.4,2000,1,residential
792,80281191,7799614047,35.8,2000,1,tertiary
793,80281191,7799614047,35.8,2000,2,tertiary
794,80281213,80281215,17.0,2000,1,tertiary
795,80281213,80281215,17.0,2000,2,tertiary
796,80281213,80295543,4.0,2000,1,residential
797,80281213,80295541,8.2,2000,1,residential
798,80281213,80785279,12.4,2000,1,tertiary
799,80281213,80785279,12.4,2000,2,tertiary
800,80281215,1350987410,17.3,2000,1,tertiary
801,80281215,1350987410,17.3,2000,2,tertiary
802,80281215,80281213,17.0,2000,1,tertiary
803,80281215,80281213,17.0,2000,2,tertiary
804,80281215,80304800,9.4,2000,1,residential
805,80281215,80296274,9.9,2000,1,residential
806,80281225,80281231,22.7,2000,1,tertiary
807,80281225,80281231,22.7,2000,2,tertiary
808,80281225,80287093,15.1,2000,1,tertiary
809,80281225,1350987369,7.3,2000,1,tertiary
810,80281225,1350987369,7.3,2000,2,tertiary
811,80281225,1051371010,26.3,2000,1,residential
812,80281231,80287087,16.5,2000,1,residential
813,80281231,80281225,22.7,2000,1,tertiary
814,80281231,80281225,22.7,2000,2,tertiary
815,80281231,80281185,5.3,2000,1,tertiary
816,80281231,80281185,5.3,2000,2,tertiary
817,80281231,1341476648,7.7,2000,1,residential
818,80281252,80246480,20.5,2000,1,residential
819,80281252,80305927,5.6,2000,1,residential
820,80281252,80305921,7.6,2000,1,residential
821,80281370,1351593873,1.3,2000,1,residential
822,80281370,80249616,6.6,2000,1,residential
823,80281370,80289273,9.2,2000,1,secondary
824,80281370,80289273,9.2,2000,2,secondary
825,80281370,80289273,9.2,2000,3,secondary
826,80281743,80281744,4.6,2000,1,residential
827,80281744,80281743,4.6,2000,1,residential
828,80281744,80284348,13.4,2000,1,residential
829,80281744,80284332,8.2,2000,1,residential
830,80281760,80291259,10.6,2000,1,residential
831,80281760,80281774,24.4,2000,1,residential
832,80281760,80296297,6.9,2000,1,residential
833,80281774,80281789,15.5,2000,1,residential
834,80281774,80281760,24.4,2000,1,residential
835,80281774,80291259,24.9,2000,1,residential
836,80281789,80281791,0.8,2000,1,residential
837,80281789,80281774,15.5,2000,1,residential
838,80281789,80307459,15.7,2000,1,residential
839,80281791,80281789,0.8,2000,1,residential
840,80281791,80281794,6.8,2000,1,residential
841,80281794,2441222528,1.3,2000,1,residential
842,80281794,80282305,18.3,2000,1,secondary
843,80281794,80282305,18.3,2000,2,secondary
844,80281794,80281791,6.8,2000,1,residential
845,80282179,80287993,7.7,2000,1,residential
846,80282179,80282185,26.9,2000,1,residential
847,80282179,80215475,32.9,2000,1,residential
848,80282185,80248395,8.1,2000,1,residential
849,80282185,80215475,7.0,2000,1,tertiary
850,80282185,80310058,6.9,2000,1,tertiary
851,80282185,80282179,26.9,2000,1,residential
852,80282187,80215488,9.8,2000,1,residential
853,80282187,80248395,8.0,2000,1,residential
854,80282187,80309942,5.4,2000,1,residential
855,80282279,80282285,20.3,2000,1,residential
856,80282279,80285598,7.9,2000,1,residential
857,80282279,80294721,7.8,2000,1,residential
858,80282285,80282279,20.3,2000,1,residential
859,80282285,80294721,25.6,2000,1,residential
860,80282285,80285602,7.8,2000,1,residential
861,80282297,1375180865,1.0,2000,1,secondary
862,80282297,1375180865,1.0,2000,2,secondary
863,80282297,1375180865,1.0,2000,3,secondary
864,80282297,80262869,16.0,2000,1,secondary
865,80282305,2441222560,1.2,2000,1,residential
866,80282305,80293807,5.0,2000,1,residential
867,80282305,80230774,27.1,2000,1,secondary
868,80282305,80230774,27.1,2000,2,secondary
869,80283215,1350987781,15.0,2000,1,residential
870,80283215,1350987781,15.0,2000,2,residential
871,80283215,80283888,18.6,2000,1,secondary
872,80283215,80283888,18.6,2000,2,secondary
873,80283215,80283888,18.6,2000,3,secondary
874,80283215,80283888,18.6,2000,4,secondary
875,80283215,1350987710,13.9,2000,1,secondary
876,80283215,1350987710,13.9,2000,2,secondary
877,80283215,1350987710,13.9,2000,3,secondary
878,80283215,1350987710,13.9,2000,4,secondary
879,80283215,7799614047,53.4,2000,1,tertiary
880,80283215,7799614047,53.4,2000,2,tertiary
881,80283246,2462411165,3.5,2000,1,residential
882,80283246,80283291,36.9,2000,1,residential
883,80283246,80298668,21.0,2000,1,residential
884,80283291,80283246,36.9,2000,1,residential
885,80283424,80283440,9.7,2000,1,residential
886,80283424,80215953,22.4,2000,1,residential
887,80283424,80310718,21.1,2000,1,tertiary
888,80283424,80310718,21.1,2000,2,tertiary
889,80283424,80285589,8.0,2000,1,tertiary
890,80283424,80285589,8.0,2000,2,tertiary
891,80283440,80283424,9.7,2000,1,residential
892,80283556,80283577,6.7,2000,1,residential
893,80283577,80283556,6.7,2000,1,residential
894,80283577,80284416,13.4,2000,1,residential
895,80283577,80291239,28.3,2000,1,residential
896,80283792,80245660,6.2,2000,1,secondary
897,80283792,80245660,6.2,2000,2,secondary
898,80283792,80245660,6.2,2000,3,secondary
899,80283792,80245660,6.2,2000,4,secondary
900,80283792,80215313,6.8,2000,1,secondary
901,80283792,80215313,6.8,2000,2,secondary
902,80283792,80215313,6.8,2000,3,secondary
903,80283792,80215313,6.8,2000,4,secondary
904,80283792,80818688,12.1,2000,1,residential
905,80283796,80245660,4.8,2000,1,secondary
906,80283796,80245660,4.8,2000,2,secondary
907,80283796,80245660,4.8,2000,3,secondary
908,80283796,80245660,4.8,2000,4,secondary
909,80283796,80283804,22.0,2000,1,secondary
910,80283796,80283804,22.0,2000,2,secondary
911,80283796,80283804,22.0,2000,3,secondary
912,80283796,80283804,22.0,2000,4,secondary
913,80283796,80781178,46.9,2000,1,residential
914,80283804,3590882402,4.5,2000,1,secondary
915,80283804,3590882402,4.5,2000,2,secondary
916,80283804,3590882402,4.5,2000,3,secondary
917,80283804,3590882402,4.5,2000,4,secondary
918,80283804,3590882402,4.5,2000,5,secondary
919,80283804,80283796,22.0,2000,1,secondary
920,80283804,80283796,22.0,2000,2,secondary
921,80283804,80283796,22.0,2000,3,secondary
922,80283804,80283796,22.0,2000,4,secondary
923,80283804,80304658,6.8,2000,1,residential
924,80283811,10274412930,19.8,2000,1,secondary
925,80283811,10274412930,19.8,2000,2,secondary
926,80283811,11257905089,14.4,2000,1,secondary
927,80283811,11257905089,14.4,2000,2,secondary
928,80283811,11257905089,14.4,2000,3,secondary
929,80283811,11257905089,14.4,2000,4,secondary
930,80283811,3590882403,12.2,2000,1,secondary
931,80283811,1646266378,8.4,2000,1,secondary
932,80283825,498701012,5.6,2000,1,secondary
933,80283825,498701012,5.6,2000,2,secondary
934,80283825,498701012,5.6,2000,3,secondary
935,80283825,498701012,5.6,2000,4,secondary
936,80283825,1646266378,7.9,2000,1,secondary
937,80283825,5074675427,9.1,2000,1,residential
938,80283888,2379617607,20.2,2000,1,secondary
939,80283888,2379617607,20.2,2000,2,secondary
940,80283888,80283215,18.6,2000,1,secondary
941,80283888,80283215,18.6,2000,2,secondary
942,80283888,80283215,18.6,2000,3,secondary
943,80283888,80283215,18.6,2000,4,secondary
944,80284051,80294686,5.8,2000,1,residential
945,80284051,80287891,1.9,2000,1,secondary
946,80284051,80287891,1.9,2000,2,secondary
947,80284051,80287891,1.9,2000,3,secondary
948,80284051,80287891,1.9,2000,4,secondary
949,80284051,498701004,11.4,2000,1,secondary
950,80284080,80284088,7.8,2000,1,residential
951,80284080,80286187,9.5,2000,1,residential
952,80284080,80285885,17.9,2000,1,residential
953,80284088,80284080,7.8,2000,1,residential
954,80284088,80284103,8.0,2000,1,residential
955,80284088,80286461,17.0,2000,1,residential
956,80284103,80215330,7.4,2000,1,residential
957,80284103,80284088,8.0,2000,1,residential
958,80284103,80286461,28.7,2000,1,residential
959,80284115,80284117,2.9,2000,1,residential
960,80284115,80294421,7.0,2000,1,residential
961,80284115,80294937,5.5,2000,1,residential
962,80284117,80284115,2.9,2000,1,residential
963,80284210,80284214,9.2,2000,1,residential
964,80284214,80284210,9.2,2000,1,residential
965,80284214,80299543,14.6,2000,1,residential
966,80284214,9318322964,43.4,2000,1,residential
967,80284214,80311314,8.5,2000,1,residential
968,80284332,80294451,12.5,2000,1,residential
969,80284332,80281744,8.2,2000,1,residential
970,80284332,80291770,45.2,2000,1,residential
971,80284332,80294439,11.2,2000,1,residential
972,80284348,80303952,6.8,2000,1,tertiary
973,80284348,80296695,17.3,2000,1,residential
974,80284348,80281744,13.4,2000,1,residential
975,80284348,80309009,12.0,2000,1,tertiary
976,80284362,80284366,23.2,2000,1,residential
977,80284362,80308017,7.5,2000,1,residential
978,80284362,80302842,10.3,2000,1,residential
979,80284366,80284368,23.2,2000,1,residential
980,80284366,80284362,23.2,2000,1,residential
981,80284366,80302857,7.6,2000,1,residential
982,80284366,80304859,7.5,2000,1,residential
983,80284368,80284366,23.2,2000,1,residential
984,80284368,80294686,7.7,2000,1,residential
985,80284368,80291577,10.2,2000,1,residential
986,80284397,80284416,19.3,2000,1,residential
987,80284397,80291241,7.7,2000,1,residential
988,80284397,80292997,17.3,2000,1,residential
989,80284416,80284397,19.3,2000,1,residential
990,80284416,80292997,10.9,2000,1,residential
991,80284416,80283577,13.4,2000,1,residential
992,80284918,80305819,7.7,2000,1,residential
993,80284918,80299631,7.8,2000,1,residential
994,80284918,80215383,17.6,2000,1,residential
995,80285270,80277334,4.7,2000,1,residential
996,80285270,80769682,4.7,2000,1,residential
997,80285270,80303391,15.0,2000,1,residential
998,80285278,80258054,21.7,2000,1,residential
