id,o,d,ta,ca,lane_level,road_type
13711,80725523,80725659,17.2,2000,1,tertiary
13712,80725523,80725659,17.2,2000,2,tertiary
13713,80725523,80691998,7.9,2000,1,tertiary
13714,80725523,80691998,7.9,2000,2,tertiary
13715,80725544,80691102,24.5,2000,1,unclassified
13716,80725544,80759782,18.3,2000,1,unclassified
13717,80725544,80697621,20.6,2000,1,unclassified
13718,80725544,80711721,28.2,2000,1,unclassified
13719,80725546,80723628,15.1,2000,1,residential
13720,80725546,80729701,7.8,2000,1,residential
13721,80725546,80654104,8.9,2000,1,residential
13722,80725547,80723628,15.6,2000,1,residential
13723,80725547,80739098,6.8,2000,1,tertiary
13724,80725547,80739098,6.8,2000,2,tertiary
13725,80725547,80729692,8.1,2000,1,tertiary
13726,80725547,80729692,8.1,2000,2,tertiary
13727,80725564,80725585,5.3,2000,1,secondary
13728,80725564,80725585,5.3,2000,2,secondary
13729,80725564,80725585,5.3,2000,3,secondary
13730,80725564,80725585,5.3,2000,4,secondary
13731,80725564,80725585,35.4,2000,1,residential
13732,80725564,1902505110,3.0,2000,1,secondary
13733,80725564,1902505110,3.0,2000,2,secondary
13734,80725564,1902505110,3.0,2000,3,secondary
13735,80725564,1902505110,3.0,2000,4,secondary
13736,80725585,80725564,5.3,2000,1,secondary
13737,80725585,80725564,5.3,2000,2,secondary
13738,80725585,80725564,5.3,2000,3,secondary
13739,80725585,80725564,5.3,2000,4,secondary
13740,80725585,80725564,35.4,2000,1,residential
13741,80725585,80718415,6.0,2000,1,secondary
13742,80725585,80718415,6.0,2000,2,secondary
13743,80725585,80718415,6.0,2000,3,secondary
13744,80725585,80718415,6.0,2000,4,secondary
13745,80725591,80780817,11.5,2000,1,residential
13746,80725591,80725594,4.2,2000,1,residential
13747,80725591,80637390,7.5,2000,1,residential
13748,80725594,80725591,4.2,2000,1,residential
13749,80725659,80705036,28.1,2000,1,residential
13750,80725659,80815142,7.2,2000,1,tertiary
13751,80725659,80815142,7.2,2000,2,tertiary
13752,80725659,80725523,17.2,2000,1,tertiary
13753,80725659,80725523,17.2,2000,2,tertiary
13754,80725682,80725683,4.8,2000,1,residential
13755,80725683,80725682,4.8,2000,1,residential
13756,80725683,80743674,7.6,2000,1,residential
13757,80725683,80677833,11.0,2000,1,residential
13758,80725748,80725749,3.7,2000,1,residential
13759,80725748,80652961,9.2,2000,1,tertiary
13760,80725748,80753930,17.8,2000,1,tertiary
13761,80725749,80725748,3.7,2000,1,residential
13762,80725749,80672474,6.8,2000,1,residential
13763,80725749,80725751,26.3,2000,1,residential
13764,80725749,80725751,39.4,2000,1,residential
13765,80725751,80672478,6.6,2000,1,residential
13766,80725751,80725749,26.3,2000,1,residential
13767,80725751,80725749,39.4,2000,1,residential
13768,80725767,80725773,8.6,2000,1,residential
13769,80725767,80653447,8.2,2000,1,residential
13770,80725767,80741033,20.9,2000,1,residential
13771,80725773,80737202,7.8,2000,1,residential
13772,80725773,80665165,24.2,2000,1,residential
13773,80725773,80725767,8.6,2000,1,residential
13774,80725773,80663057,16.5,2000,1,residential
13775,80725790,80725792,6.8,2000,1,residential
13776,80725790,80665165,18.0,2000,1,residential
13777,80725790,80785158,8.0,2000,1,residential
13778,80725790,80707159,8.3,2000,1,residential
13779,80725792,80725790,6.8,2000,1,residential
13780,80725792,80781235,13.8,2000,1,tertiary
13781,80725792,80781235,13.8,2000,2,tertiary
13782,80725792,80689932,7.2,2000,1,tertiary
13783,80725792,80689932,7.2,2000,2,tertiary
13784,80725792,80725800,9.0,2000,1,residential
13785,80725800,80689921,8.8,2000,1,residential
13786,80725800,80725792,9.0,2000,1,residential
13787,80725800,80719955,22.7,2000,1,residential
13788,80725809,80744139,8.1,2000,1,residential
13789,80725809,80643412,19.5,2000,1,residential
13790,80725809,1902507879,38.4,2000,1,residential
13791,80725833,80729257,7.8,2000,1,residential
13792,80725833,80638977,8.7,2000,1,residential
13793,80725833,80708625,5.9,2000,1,residential
13794,80725849,80708613,7.5,2000,1,residential
13795,80725849,80638977,24.4,2000,1,residential
13796,80725849,80707851,25.5,2000,1,residential
13797,80725863,80728757,8.8,2000,1,residential
13798,80725863,80723554,8.8,2000,1,residential
13799,80725863,80730429,16.5,2000,1,residential
13800,80725865,80687581,8.7,2000,1,residential
13801,80725865,80723533,8.7,2000,1,residential
13802,80725865,80730427,8.7,2000,1,residential
13803,80725865,80757623,8.8,2000,1,residential
13804,80725870,1350850690,1.9,2000,1,residential
13805,80725870,2447874009,16.3,2000,1,primary
13806,80725870,2447874009,16.3,2000,2,primary
13807,80725872,80699791,16.7,2000,1,unclassified
13808,80725872,80662402,9.2,2000,1,residential
13809,80725872,1350850690,1.6,2000,1,residential
13810,80725872,80719498,71.0,2000,1,unclassified
13811,80725874,80725884,26.8,2000,1,residential
13812,80725874,80662402,12.0,2000,1,residential
13813,80725874,80652986,28.9,2000,1,residential
13814,80725884,80725874,26.8,2000,1,residential
13815,80725884,80725903,22.2,2000,1,residential
13816,80725884,80719498,2.1,2000,1,residential
13817,80725887,80655618,10.4,2000,1,tertiary
13818,80725887,80655618,10.4,2000,2,tertiary
13819,80725887,80730405,10.6,2000,1,tertiary
13820,80725887,80730405,10.6,2000,2,tertiary
13821,80725887,80725889,10.5,2000,1,residential
13822,80725889,80655620,12.2,2000,1,residential
13823,80725889,80730407,12.4,2000,1,residential
13824,80725889,80671959,9.8,2000,1,residential
13825,80725889,80725887,10.5,2000,1,residential
13826,80725893,80765443,4.9,2000,1,tertiary
13827,80725893,80765443,4.9,2000,2,tertiary
13828,80725893,80730409,10.9,2000,1,tertiary
13829,80725893,80730409,10.9,2000,2,tertiary
13830,80725893,80725236,9.2,2000,1,residential
13831,80725893,80725903,9.1,2000,1,residential
13832,80725903,80730411,14.2,2000,1,residential
13833,80725903,80725884,22.2,2000,1,residential
13834,80725903,80725893,9.1,2000,1,residential
13835,80725967,80725980,2.8,2000,1,residential
13836,80725967,80675304,6.9,2000,1,residential
13837,80725967,80703901,17.4,2000,1,residential
13838,80725970,80788343,10.9,2000,1,residential
13839,80725970,80726009,2.8,2000,1,residential
13840,80725970,80788344,23.4,2000,1,residential
13841,80725980,80725967,2.8,2000,1,residential
13842,80725980,80692161,26.2,2000,1,residential
13843,80725980,80647823,8.8,2000,1,residential
13844,80726009,80647967,14.6,2000,1,residential
13845,80726009,80725970,2.8,2000,1,residential
13846,80726009,80693253,8.6,2000,1,residential
13847,80726037,80662228,4.2,2000,1,residential
13848,80726319,80691853,6.1,2000,1,residential
13849,80726319,80726335,13.8,2000,1,residential
13850,80726319,80721534,27.4,2000,1,residential
13851,80726319,80721534,6.1,2000,1,residential
13852,80726335,80726319,13.8,2000,1,residential
13853,80726335,80664261,12.2,2000,1,residential
13854,80726335,80691847,5.9,2000,1,residential
13855,80728069,80719940,8.7,2000,1,tertiary
13856,80728069,80719940,8.7,2000,2,tertiary
13857,80728069,80719940,8.7,2000,3,tertiary
13858,80728069,80728403,12.9,2000,1,unclassified
13859,80728069,80728403,12.9,2000,2,unclassified
13860,80728073,80742498,10.4,2000,1,residential
13861,80728073,80728409,10.3,2000,1,residential
13862,80728073,80667061,37.0,2000,1,residential
13863,80728073,80667061,37.0,2000,2,residential
13864,80728139,80728140,8.8,2000,1,residential
13865,80728139,80663084,8.6,2000,1,residential
13866,80728139,80692852,8.7,2000,1,residential
13867,80728139,80647893,8.7,2000,1,residential
13868,80728140,80653336,8.7,2000,1,residential
13869,80728140,80728139,8.8,2000,1,residential
13870,80728140,80663085,8.7,2000,1,residential
13871,80728140,80728418,8.8,2000,1,residential
13872,80728141,80728142,8.8,2000,1,residential
13873,80728141,80653336,9.0,2000,1,residential
13874,80728141,80663086,7.8,2000,1,tertiary
13875,80728141,80663086,7.8,2000,2,tertiary
13876,80728141,80728424,7.8,2000,1,tertiary
13877,80728141,80728424,7.8,2000,2,tertiary
13878,80728142,80689632,8.7,2000,1,residential
13879,80728142,80728141,8.8,2000,1,residential
13880,80728142,80663087,8.7,2000,1,residential
13881,80728142,80728426,8.7,2000,1,residential
13882,80728143,80728144,8.8,2000,1,residential
13883,80728143,80689632,8.8,2000,1,residential
13884,80728143,80663091,8.7,2000,1,residential
13885,80728143,80728429,8.8,2000,1,residential
13886,80728144,80728143,8.8,2000,1,residential
13887,80728144,80661772,6.3,2000,1,secondary
13888,80728144,80661772,6.3,2000,2,secondary
13889,80728144,80698171,9.8,2000,1,residential
13890,80728144,80663094,6.2,2000,1,secondary
13891,80728145,80663104,7.5,2000,1,tertiary
13892,80728145,80663104,7.5,2000,2,tertiary
13893,80728145,80728435,7.5,2000,1,tertiary
13894,80728145,80728435,7.5,2000,2,tertiary
13895,80728145,80671018,17.7,2000,1,residential
13896,80728145,80719517,34.9,2000,1,residential
13897,80728146,80650131,16.0,2000,1,residential
13898,80728156,80647881,8.7,2000,1,residential
13899,80728156,80669747,27.6,2000,1,residential
13900,80728156,80704508,5.7,2000,1,residential
13901,80728162,80674463,16.3,2000,1,residential
13902,80728162,80647872,8.4,2000,1,residential
13903,80728162,80674482,12.9,2000,1,residential
13904,80728162,80728165,9.5,2000,1,residential
13905,80728165,80728166,7.1,2000,1,residential
13906,80728165,80728162,9.5,2000,1,residential
13907,80728165,80697961,28.2,2000,1,residential
13908,80728166,80728165,7.1,2000,1,residential
13909,80728166,80670169,12.3,2000,1,residential
13910,80728166,80728180,14.7,2000,1,residential
13911,80728180,80687749,6.9,2000,1,tertiary
13912,80728180,80687749,6.9,2000,2,tertiary
13913,80728180,80670167,6.4,2000,1,tertiary
13914,80728180,80670167,6.4,2000,2,tertiary
13915,80728180,80678492,26.1,2000,1,residential
13916,80728180,80728166,14.7,2000,1,residential
13917,80728196,80693818,8.4,2000,1,residential
13918,80728196,80717904,7.6,2000,1,residential
13919,80728196,80795203,12.6,2000,1,residential
13920,80728320,80807370,3.9,2000,1,secondary
13921,80728320,80807370,3.9,2000,2,secondary
13922,80728320,80807370,3.9,2000,3,secondary
13923,80728320,80807370,3.9,2000,4,secondary
13924,80728320,80728322,16.3,2000,1,tertiary
13925,80728320,80728322,16.3,2000,2,tertiary
13926,80728320,80695516,7.9,2000,1,secondary
13927,80728320,80695516,7.9,2000,2,secondary
13928,80728320,80695516,7.9,2000,3,secondary
13929,80728320,80695516,7.9,2000,4,secondary
13930,80728322,80728325,7.3,2000,1,tertiary
13931,80728322,80728325,7.3,2000,2,tertiary
13932,80728322,80728320,16.3,2000,1,tertiary
13933,80728322,80728320,16.3,2000,2,tertiary
13934,80728322,80737185,18.4,2000,1,residential
13935,80728325,80728342,39.8,2000,1,tertiary
13936,80728325,80728342,39.8,2000,2,tertiary
13937,80728325,80728322,7.3,2000,1,tertiary
13938,80728325,80728322,7.3,2000,2,tertiary
13939,80728325,80753902,25.1,2000,1,residential
13940,80728342,80789358,10.7,2000,1,secondary
13941,80728342,80789358,10.7,2000,2,secondary
13942,80728342,80789358,10.7,2000,3,secondary
13943,80728342,80789358,10.7,2000,4,secondary
13944,80728342,3575303408,16.3,2000,1,secondary
13945,80728342,80728325,39.8,2000,1,tertiary
13946,80728342,80728325,39.8,2000,2,tertiary
13947,80728348,80786190,17.0,2000,1,residential
13948,80728348,80721674,8.1,2000,1,residential
13949,80728348,80728376,23.9,2000,1,residential
13950,80728376,80729968,8.3,2000,1,residential
13951,80728376,80786190,13.0,2000,1,residential
13952,80728376,80728396,20.6,2000,1,residential
13953,80728376,80728348,23.9,2000,1,residential
13954,80728396,80728376,20.6,2000,1,residential
13955,80728396,80753810,15.7,2000,1,residential
13956,80728396,80786190,15.8,2000,1,residential
13957,80728403,80728069,12.9,2000,1,unclassified
13958,80728403,80728069,12.9,2000,2,unclassified
13959,80728403,80719938,16.6,2000,1,tertiary
13960,80728403,80719938,16.6,2000,2,tertiary
13961,80728403,80654703,20.5,2000,1,tertiary
13962,80728403,80654703,20.5,2000,2,tertiary
13963,80728409,80692850,16.7,2000,1,tertiary
13964,80728409,80692850,16.7,2000,2,tertiary
13965,80728409,80728073,10.3,2000,1,residential
13966,80728409,80667059,63.6,2000,1,tertiary
13967,80728409,80667059,63.6,2000,2,tertiary
13968,80728418,1374891957,13.0,2000,1,tertiary
13969,80728418,1374891957,13.0,2000,2,tertiary
13970,80728418,80728140,8.8,2000,1,residential
13971,80728418,80728420,4.4,2000,1,tertiary
13972,80728418,80728420,4.4,2000,2,tertiary
13973,80728420,80723779,7.0,2000,1,residential
13974,80728420,80653334,10.4,2000,1,tertiary
13975,80728420,80653334,10.4,2000,2,tertiary
13976,80728420,80728418,4.4,2000,1,tertiary
13977,80728420,80728418,4.4,2000,2,tertiary
13978,80728422,80723777,6.3,2000,1,tertiary
13979,80728422,2449018684,0.5,2000,1,tertiary
13980,80728422,2449018684,0.5,2000,2,tertiary
13981,80728422,80728424,4.2,2000,1,tertiary
13982,80728422,80728424,4.2,2000,2,tertiary
13983,80728424,80728426,8.0,2000,1,tertiary
13984,80728424,80728426,8.0,2000,2,tertiary
13985,80728424,80728141,7.8,2000,1,tertiary
13986,80728424,80728141,7.8,2000,2,tertiary
13987,80728424,80728422,4.2,2000,1,tertiary
13988,80728424,80728422,4.2,2000,2,tertiary
13989,80728426,80723799,7.2,2000,1,residential
13990,80728426,80728142,8.7,2000,1,residential
13991,80728426,80728424,8.0,2000,1,tertiary
13992,80728426,80728424,8.0,2000,2,tertiary
13993,80728426,80689630,7.9,2000,1,tertiary
13994,80728426,80689630,7.9,2000,2,tertiary
13995,80728429,80728143,8.8,2000,1,residential
13996,80728429,80661772,7.9,2000,1,tertiary
13997,80728429,80661772,7.9,2000,2,tertiary
13998,80728429,80689630,7.8,2000,1,tertiary
13999,80728429,80689630,7.8,2000,2,tertiary
14000,80728433,80723803,7.1,2000,1,residential
14001,80728433,80681263,8.8,2000,1,tertiary
14002,80728433,80681263,8.8,2000,2,tertiary
14003,80728433,80662182,8.8,2000,1,tertiary
14004,80728433,80662182,8.8,2000,2,tertiary
14005,80728435,80728145,7.5,2000,1,tertiary
14006,80728435,80728145,7.5,2000,2,tertiary
14007,80728435,80723805,6.3,2000,1,tertiary
14008,80728435,80723805,6.3,2000,2,tertiary
14009,80728435,80718367,7.6,2000,1,tertiary
14010,80728435,80718367,7.6,2000,2,tertiary
14011,80728435,80647548,11.1,2000,1,tertiary
14012,80728435,80647548,11.1,2000,2,tertiary
14013,80728437,80723824,8.9,2000,1,residential
14014,80728437,80719515,7.7,2000,1,tertiary
14015,80728437,80719515,7.7,2000,2,tertiary
14016,80728437,80664435,8.0,2000,1,tertiary
14017,80728437,80664435,8.0,2000,2,tertiary
14018,80728439,80723826,8.0,2000,1,tertiary
14019,80728439,80728441,8.0,2000,1,tertiary
14020,80728439,80728441,8.0,2000,2,tertiary
14021,80728439,80719515,8.0,2000,1,tertiary
14022,80728439,80719515,8.0,2000,2,tertiary
14023,80728441,80710608,35.3,2000,1,residential
14024,80728441,80638840,5.4,2000,1,tertiary
14025,80728441,80638840,5.4,2000,2,tertiary
14026,80728441,80728439,8.0,2000,1,tertiary
14027,80728441,80728439,8.0,2000,2,tertiary
14028,80728445,80693032,7.8,2000,1,tertiary
14029,80728445,80693032,7.8,2000,2,tertiary
14030,80728445,80638840,2.5,2000,1,tertiary
14031,80728445,80638840,2.5,2000,2,tertiary
14032,80728445,80710610,35.3,2000,1,residential
14033,80728447,80663114,20.2,2000,1,residential
14034,80728447,80728449,8.7,2000,1,residential
14035,80728447,80693032,8.8,2000,1,residential
14036,80728449,80728447,8.7,2000,1,residential
14037,80728449,80663116,25.0,2000,1,unclassified
14038,80728449,2451195202,6.5,2000,1,unclassified
14039,80728476,80724077,6.0,2000,1,residential
14040,80728485,80711829,9.2,2000,1,residential
14041,80728485,80724081,9.4,2000,1,residential
14042,80728485,80815324,31.3,2000,1,residential
14043,80728681,80766106,17.7,2000,1,unclassified
14044,80728681,80728683,40.0,2000,1,unclassified
14045,80728681,80719421,14.1,2000,1,unclassified
14046,80728683,80711719,11.6,2000,1,unclassified
14047,80728683,80728681,40.0,2000,1,unclassified
14048,80728683,80719429,12.2,2000,1,unclassified
14049,80728687,80728689,6.3,2000,1,residential
14050,80728689,80686941,12.3,2000,1,residential
14051,80728689,80728687,6.3,2000,1,residential
14052,80728689,80769931,10.6,2000,1,residential
14053,80728708,80694989,4.1,2000,1,residential
14054,80728708,80694991,26.4,2000,1,residential
14055,80728708,80728726,16.1,2000,1,residential
14056,80728726,80728727,6.2,2000,1,residential
14057,80728726,80728727,12.7,2000,1,residential
14058,80728726,80728708,16.1,2000,1,residential
14059,80728727,80728728,1.6,2000,1,residential
14060,80728727,80728726,6.2,2000,1,residential
14061,80728727,80728726,12.7,2000,1,residential
14062,80728728,80728727,1.6,2000,1,residential
14063,80728750,80653286,91.7,2000,1,unclassified
14064,80728750,80653019,67.6,2000,1,unclassified
14065,80728750,80653290,21.5,2000,1,unclassified
14066,80728757,80725863,8.8,2000,1,residential
14067,80728757,80671353,8.7,2000,1,residential
14068,80728757,80730429,8.7,2000,1,residential
14069,80728757,80723552,8.7,2000,1,residential
14070,80728761,80746883,6.1,2000,1,secondary
14071,80728761,80746883,6.1,2000,2,secondary
14072,80728761,80746883,6.1,2000,3,secondary
14073,80728761,80746883,6.1,2000,4,secondary
14074,80728761,80746884,1.8,2000,1,secondary
14075,80728761,80746884,1.8,2000,2,secondary
14076,80728761,80746884,1.8,2000,3,secondary
14077,80728761,80746884,1.8,2000,4,secondary
14078,80728761,80728793,23.2,2000,1,residential
14079,80728793,80687714,6.3,2000,1,residential
14080,80728793,80728761,23.2,2000,1,residential
14081,80728793,80737738,13.1,2000,1,residential
14082,80728801,80678084,37.7,2000,1,residential
14083,80728801,80687714,10.1,2000,1,residential
14084,80728801,80743809,23.3,2000,1,residential
14085,80729221,80661261,4.1,2000,1,residential
14086,80729257,80638979,8.6,2000,1,residential
14087,80729257,80725833,7.8,2000,1,residential
14088,80729257,80813169,13.4,2000,1,residential
14089,80729265,80729267,16.8,2000,1,secondary
14090,80729265,80729267,16.8,2000,2,secondary
14091,80729265,80729267,16.8,2000,3,secondary
14092,80729265,80729267,16.8,2000,4,secondary
14093,80729265,80672484,19.1,2000,1,secondary
14094,80729265,80672484,19.1,2000,2,secondary
14095,80729265,80672484,19.1,2000,3,secondary
14096,80729265,80672484,19.1,2000,4,secondary
14097,80729265,80662930,11.5,2000,1,residential
14098,80729267,80693779,15.0,2000,1,secondary
14099,80729267,80693779,15.0,2000,2,secondary
14100,80729267,80693779,15.0,2000,3,secondary
14101,80729267,80693779,15.0,2000,4,secondary
14102,80729267,80729265,16.8,2000,1,secondary
14103,80729267,80729265,16.8,2000,2,secondary
14104,80729267,80729265,16.8,2000,3,secondary
14105,80729267,80729265,16.8,2000,4,secondary
14106,80729267,80661348,18.0,2000,1,tertiary
14107,80729267,80704670,11.2,2000,1,residential
14108,80729277,10101554416,14.8,2000,1,residential
14109,80729277,9582193532,23.8,2000,1,residential
14110,80729277,11506623575,8.2,2000,1,residential
14111,80729518,80811573,17.7,2000,1,tertiary
14112,80729518,80725468,14.6,2000,1,tertiary
14113,80729518,80712415,17.2,2000,1,residential
14114,80729547,80811573,7.4,2000,1,residential
14115,80729547,80729555,9.8,2000,1,residential
14116,80729547,80712415,6.9,2000,1,residential
14117,80729555,80703852,8.7,2000,1,residential
14118,80729555,80729547,9.8,2000,1,residential
14119,80729555,80752630,12.5,2000,1,residential
14120,80729568,80703395,2.3,2000,1,residential
14121,80729593,80673019,6.7,2000,1,residential
14122,80729593,80647301,32.3,2000,1,residential
14123,80729593,80677630,19.4,2000,1,residential
14124,80729602,80785382,3.5,2000,1,tertiary
14125,80729602,2457725652,0.5,2000,1,tertiary
14126,80729602,80729604,11.4,2000,1,tertiary
14127,80729604,2457725682,0.6,2000,1,residential
14128,80729604,80729618,22.3,2000,1,tertiary
14129,80729604,80697476,9.2,2000,1,residential
14130,80729618,80662986,11.4,2000,1,tertiary
14131,80729618,80662986,11.4,2000,2,tertiary
14132,80729618,80662986,11.4,2000,3,tertiary
14133,80729618,2457725682,22.3,2000,1,tertiary
14134,80729624,80706991,7.6,2000,1,residential
14135,80729624,80802561,7.5,2000,1,residential
14136,80729624,80697516,22.0,2000,1,residential
14137,80729631,80697516,12.6,2000,1,residential
14138,80729631,80766447,9.4,2000,1,residential
14139,80729631,80706991,12.1,2000,1,residential
14140,80729636,80689426,27.9,2000,1,residential
14141,80729636,80788874,6.7,2000,1,residential
14142,80729636,80737628,16.6,2000,1,residential
14143,80729636,80780695,9.5,2000,1,residential
14144,80729692,80725547,8.1,2000,1,tertiary
14145,80729692,80725547,8.1,2000,2,tertiary
14146,80729692,80671125,8.5,2000,1,tertiary
14147,80729692,80671125,8.5,2000,2,tertiary
14148,80729692,80723647,22.3,2000,1,residential
14149,80729692,80678530,11.1,2000,1,residential
14150,80729701,80669668,7.9,2000,1,residential
14151,80729701,80723647,8.5,2000,1,residential
14152,80729701,80725546,7.8,2000,1,residential
14153,80729701,80792453,14.6,2000,1,residential
14154,80729713,80653443,24.2,2000,1,residential
14155,80729713,80669668,7.5,2000,1,residential
14156,80729713,80654110,7.9,2000,1,residential
14157,80729713,80671108,9.4,2000,1,residential
14158,80729726,80725450,8.7,2000,1,residential
14159,80729726,80742955,8.8,2000,1,residential
14160,80729726,80678758,8.7,2000,1,residential
14161,80729726,80759448,17.4,2000,1,residential
14162,80729733,80729735,4.9,2000,1,residential
14163,80729735,80729733,4.9,2000,1,residential
14164,80729735,80725445,8.8,2000,1,residential
14165,80729735,1375430084,8.7,2000,1,residential
14166,80729735,80760098,8.8,2000,1,residential
14167,80729738,80692514,8.8,2000,1,residential
14168,80729738,80689713,8.7,2000,1,residential
14169,80729738,80725468,8.0,2000,1,tertiary
14170,80729738,80785924,7.9,2000,1,tertiary
14171,80729743,80725447,10.1,2000,1,residential
14172,80729743,80780924,8.0,2000,1,residential
14173,80729743,1375430085,17.4,2000,1,residential
14174,80729747,80667120,8.1,2000,1,residential
14175,80729751,80729753,7.6,2000,1,residential
14176,80729751,80722997,8.4,2000,1,residential
14177,80729751,80759440,1.9,2000,1,residential
14178,80729753,80729755,4.8,2000,1,residential
14179,80729753,80729751,7.6,2000,1,residential
14180,80729753,80729760,5.2,2000,1,residential
14181,80729755,80729753,4.8,2000,1,residential
14182,80729755,80802348,4.3,2000,1,residential
14183,80729755,80647575,16.3,2000,1,residential
14184,80729760,80729753,5.2,2000,1,residential
14185,80729760,80723023,13.9,2000,1,residential
14186,80729760,80723017,11.8,2000,1,residential
14187,80729781,80729783,5.6,2000,1,residential
14188,80729781,1341640358,5.6,2000,1,residential
14189,80729781,80655041,23.6,2000,1,tertiary
14190,80729781,80655041,23.6,2000,2,tertiary
14191,80729781,9318149735,27.3,2000,1,tertiary
14192,80729781,9318149735,27.3,2000,2,tertiary
14193,80729783,80675441,8.2,2000,1,residential
14194,80729783,80729787,25.3,2000,1,residential
14195,80729783,80729781,5.6,2000,1,residential
14196,80729783,80730367,8.1,2000,1,residential
14197,80729787,80729783,25.3,2000,1,residential
14198,80729787,80675444,8.0,2000,1,residential
14199,80729787,80788832,8.1,2000,1,residential
14200,80729787,4387303310,8.0,2000,1,residential
14201,80729839,80661679,4.0,2000,1,residential
14202,80729839,80729843,1.8,2000,1,residential
14203,80729839,80729922,6.9,2000,1,residential
14204,80729843,80664409,2.4,2000,1,residential
14205,80729843,80759585,6.4,2000,1,residential
14206,80729843,80729839,1.8,2000,1,residential
14207,80729874,80729899,8.8,2000,1,residential
14208,80729874,80664409,15.8,2000,1,residential
14209,80729874,80785167,5.5,2000,1,residential
14210,80729899,80729912,7.3,2000,1,residential
14211,80729899,80729874,8.8,2000,1,residential
14212,80729899,80759762,8.6,2000,1,residential
14213,80729912,80729922,8.1,2000,1,residential
14214,80729912,80729899,7.3,2000,1,residential
14215,80729912,80759762,12.9,2000,1,residential
14216,80729922,80729839,6.9,2000,1,residential
14217,80729922,80729912,8.1,2000,1,residential
14218,80729922,80818315,9.9,2000,1,residential
14219,80729939,80724935,7.9,2000,1,residential
14220,80729939,80789358,16.4,2000,1,residential
14221,80729939,80655493,14.8,2000,1,residential
14222,80729968,80728376,8.3,2000,1,residential
14223,80729968,80655304,15.2,2000,1,residential
14224,80729968,80721678,27.1,2000,1,residential
14225,80729968,80678639,8.0,2000,1,residential
14226,80730007,80730009,22.9,2000,1,residential
14227,80730007,80764874,0.3,2000,1,tertiary
14228,80730007,80764874,0.3,2000,2,tertiary
14229,80730007,80753783,5.9,2000,1,tertiary
14230,80730007,80753783,5.9,2000,2,tertiary
14231,80730009,80730007,22.9,2000,1,residential
14232,80730009,80735698,15.0,2000,1,residential
14233,80730009,80691004,9.3,2000,1,residential
14234,80730033,80730035,8.6,2000,1,residential
14235,80730033,80719278,11.4,2000,1,tertiary
14236,80730033,80719278,11.4,2000,2,tertiary
14237,80730033,80678363,11.3,2000,1,tertiary
14238,80730033,80678363,11.3,2000,2,tertiary
14239,80730033,80678361,21.8,2000,1,residential
14240,80730035,80730037,10.5,2000,1,residential
14241,80730035,80730033,8.6,2000,1,residential
14242,80730035,80719280,12.7,2000,1,residential
14243,80730035,80678365,12.5,2000,1,residential
14244,80730037,80667190,10.4,2000,1,residential
14245,80730037,80730035,10.5,2000,1,residential
14246,80730037,80719283,12.5,2000,1,residential
14247,80730037,80678366,12.6,2000,1,residential
14248,80730039,80678373,12.5,2000,1,residential
14249,80730039,80730041,9.6,2000,1,residential
14250,80730039,80667190,9.7,2000,1,residential
14251,80730039,3066140892,21.9,2000,1,residential
14252,80730041,80774521,8.9,2000,1,residential
14253,80730041,80678378,12.6,2000,1,residential
14254,80730041,80730039,9.6,2000,1,residential
14255,80730041,80662378,20.9,2000,1,residential
14256,80730062,80730064,9.5,2000,1,tertiary
14257,80730062,80730064,9.5,2000,2,tertiary
14258,80730062,6724689909,13.4,2000,1,tertiary
14259,80730062,80678349,16.3,2000,1,tertiary
14260,80730062,80678349,16.3,2000,2,tertiary
14261,80730064,80730062,9.5,2000,1,tertiary
14262,80730064,80730062,9.5,2000,2,tertiary
14263,80730064,80719337,16.3,2000,1,tertiary
14264,80730064,80719337,16.3,2000,2,tertiary
14265,80730064,80678353,16.2,2000,1,tertiary
14266,80730064,80678353,16.2,2000,2,tertiary
14267,80730072,80655322,25.7,2000,1,residential
14268,80730072,80655322,25.7,2000,2,residential
14269,80730072,80653288,17.6,2000,1,residential
14270,80730072,80653288,17.6,2000,2,residential
14271,80730072,80757609,12.9,2000,1,residential
14272,80730114,80737917,8.2,2000,1,residential
14273,80730114,80692906,15.0,2000,1,residential
14274,80730114,80675520,6.2,2000,1,residential
14275,80730120,80730122,6.5,2000,1,residential
14276,80730120,80730122,38.4,2000,1,residential
14277,80730120,80675520,5.8,2000,1,residential
14278,80730122,80730120,6.5,2000,1,residential
14279,80730122,80730120,38.4,2000,1,residential
14280,80730122,80662344,4.0,2000,1,residential
14281,80730125,80753934,19.3,2000,1,residential
14282,80730125,80730127,6.1,2000,1,residential
14283,80730125,80662344,3.9,2000,1,residential
14284,80730127,80730125,6.1,2000,1,residential
14285,80730127,80753932,19.4,2000,1,residential
14286,80730127,80724436,6.2,2000,1,residential
14287,80730131,80737971,5.0,2000,1,residential
14288,80730131,80652955,4.5,2000,1,residential
14289,80730131,80730135,29.9,2000,1,residential
14290,80730135,80746853,5.0,2000,1,residential
14291,80730135,80730136,3.9,2000,1,residential
14292,80730135,80730131,29.9,2000,1,residential
14293,80730136,80735523,17.1,2000,1,secondary
14294,80730136,80735523,17.1,2000,2,secondary
14295,80730136,80730135,3.9,2000,1,residential
14296,80730136,80638887,18.4,2000,1,secondary
14297,80730136,80638887,18.4,2000,2,secondary
14298,80730136,8338654445,9.7,2000,1,residential
